Power(watts)','Distance(metres)','Heartrate(BPM)','Speed(m/s)','WindSpeed (m/s)','Cadaence(revs/s)','Elevation(meters)','Hill slope(%)','Temperature(C )','Penalty (to be minimized)','Cluster'
381.83,6421.3,156,2.861,2.9058,0.85,123.44,16.99,24.444,174.43,5
370.85,6421.3,156,2.861,0,0.83333,123.44,16.69,24.444,196.64,5
361.84,6421.3,157,2.9058,0,0.83333,123.44,16.39,24.444,227.17,5
340.9,6421.3,157,2.8163,0,0.83333,125.58,15.99,24.444,274.34,5
337.92,6421.3,157,2.8163,0,0.83333,125.58,15.19,24.444,295.85,5
336.88,6421.3,158,2.9058,2.8163,0.83333,125.58,15.1,24.444,290.17,5
324.91,6437.4,158,2.861,2.5481,0.83333,125.58,14.7,24.444,271.64,5
305.96,6437.4,158,2.8163,2.2799,0.83333,126.8,14.1,24.444,242.73,5
302.96,6437.4,159,2.861,3.7998,0.83333,126.8,13.5,24.444,202.52,1
297.92,6437.4,159,2.9058,5.3198,0.83333,126.8,13,24.444,186.96,1
292.01,6437.4,159,2.8163,4.6492,0.83333,126.8,12.5,24.444,167.48,1
292.98,6437.4,159,2.9058,2.1905,0.85,128.32,12.4,24.444,122.89,1
293.98,6453.5,159,2.9505,2.414,0.85,128.32,12.3,24.444,91.897,1
290.01,6453.5,159,2.9058,0,0.85,128.32,12.4,24.444,113.7,1
283.01,6453.5,159,2.9505,0,0.86667,128.32,12.11,24.444,118.47,1
283.99,6453.5,159,3.0399,2.6375,0.88333,129.84,12.21,24.444,122.52,1
275.99,6453.5,158,3.0399,5.2304,0.9,129.84,11.91,24.444,128,1
263.99,6469.5,158,3.0846,4.4257,0.9,129.84,10.91,24.444,123.02,1
266.02,6469.5,158,3.0846,4.6939,0.9,129.84,10.71,24.444,108.73,1
264.08,6469.5,158,3.0399,4.6045,0.9,131.06,10.41,24.444,111.77,1
262.08,6469.5,158,3.0846,3.174,0.9,131.06,9.91,24.444,122.18,1
263,6469.5,157,3.2187,2.9058,0.93333,131.06,10.01,24.444,121.45,1
283.94,6485.6,157,3.3528,4.381,0.98333,131.06,9.51,24.444,115.78,1
251.81,6485.6,157,3.621,3.2634,1.0333,132.89,8.42,24.444,114.91,1
246.89,6485.6,157,3.5316,3.7998,1.0333,132.89,8.22,24.444,112.61,1
244.87,6485.6,157,3.621,3.2634,1.0667,132.89,7.72,24.444,110.96,1
250.84,6485.6,157,3.7104,4.0681,1.0833,132.89,7.42,24.444,111.47,1
257.85,6501.7,157,3.7998,3.5316,1.1,134.42,7.72,24.444,111.3,1
260.85,6501.7,157,3.8445,3.9786,1.1333,134.42,7.72,24.444,50.236,1
257.84,6501.7,157,3.8892,3.5763,1.1333,134.42,7.62,24.444,50.198,1
251.89,6501.7,157,3.8445,5.1857,1.1333,134.42,7.62,24.444,47.525,1
249.92,6517.8,157,3.7998,4.1575,1.1167,135.94,7.82,24.444,37.113,1
251.93,6517.8,157,3.7998,2.7269,1.1167,135.94,7.82,24.444,37.47,1
252.94,6517.8,157,3.7998,2.3693,1.1167,135.94,8.02,24.444,49.423,1
256.94,6517.8,157,3.7998,2.1011,1.1167,135.94,8.32,24.444,71.23,1
256.94,6533.9,157,3.7998,2.1011,1.1167,137.16,8.22,24.444,102.38,1
259.92,6533.9,157,3.7998,3.6657,1.1167,137.16,8.42,24.444,120.39,1
265.93,6533.9,157,3.7551,3.4422,1.1,137.16,8.82,24.444,115.25,1
272.95,6533.9,157,3.7104,3.5763,1.0833,137.16,9.12,24.444,131.76,1
280.96,6550,156,3.6657,4.0233,1.0833,138.68,9.62,24.444,123.67,1
282.92,6550,156,3.7104,4.5598,1.0667,138.68,9.82,24.444,120.45,1
254.89,6550,157,3.7104,3.7998,1,138.68,9.12,24.444,112.62,1
288.95,6550,157,3.5316,2.5481,1,138.68,9.02,24.444,99.775,1
275.95,6550,157,3.4869,3.3528,1,140.51,8.82,24.444,93.187,1
282.01,6566.1,157,3.3528,3.7998,0.98333,140.51,9.32,24.444,92.706,1
283.98,6566.1,156,3.3528,3.2187,0.98333,140.51,9.92,24.444,91.961,1
277.96,6566.1,156,3.3528,0,0.98333,140.51,10.31,24.444,91.947,1
274,6566.1,156,3.2634,0,0.96667,141.73,10.71,24.444,82.055,1
273.94,6566.1,156,3.3081,2.2799,0.96667,141.73,10.41,24.444,108.5,1
277.91,6582.2,156,3.3081,3.3975,0.96667,141.73,10.91,24.444,127.26,1
282.9,6582.2,156,3.2634,3.9339,0.96667,141.73,11.01,24.444,155.75,1
300.83,6582.2,157,3.3081,3.8445,0.96667,142.95,11.41,24.444,178.41,1
304.85,6582.2,157,3.2634,2.3246,0.95,142.95,12.31,24.444,204.24,1
306.88,6582.2,157,3.174,2.4587,0.93333,142.95,12.41,24.444,230.39,5
315.86,6598.3,157,3.174,2.414,0.91667,142.95,13,24.444,247.7,5
318.87,6598.3,157,3.1293,2.1011,0.9,143.87,13.5,24.444,235.88,5
330.93,6598.3,157,3.0399,2.3693,0.88333,143.87,14.1,24.444,212.71,5
344.91,6598.3,157,3.0399,0,0.88333,143.87,14.9,24.444,200.07,5
354.93,6598.3,158,2.9952,0,0.88333,143.87,15.6,24.444,175.9,5
349.92,6614.4,158,2.9952,0,0.88333,145.69,15.7,24.444,140.24,5
352.92,6614.4,158,2.9952,0,0.86667,145.69,15.7,24.444,109.97,5
351.01,6614.4,158,2.861,0,0.85,145.69,16.1,24.444,73.159,5
345.03,6614.4,158,2.8163,0,0.83333,145.69,15.7,24.444,82.472,5
341.94,6614.4,159,2.9505,0,0.85,146.61,15.6,24.444,107.7,5
342.98,6630.5,159,2.9058,0,0.86667,146.61,15.5,24.444,151.55,5
337.98,6630.5,159,2.9058,0,0.86667,146.61,14.8,24.444,183.43,5
326.89,6630.5,159,3.0399,0,0.88333,146.61,14.2,24.444,198.12,5
322.94,6630.5,159,2.9952,1.654,0.88333,147.22,14.1,24.444,201.21,5
304.92,6630.5,160,3.0399,2.1905,0.9,147.22,13.2,24.444,205.69,1
300.88,6630.5,160,3.1293,2.7716,0.9,147.22,12.6,24.444,195.73,1
297.91,6646.6,160,3.1293,3.0846,0.91667,147.22,12.51,24.444,165.39,1
295.96,6646.6,160,3.0846,1.3858,0.91667,148.44,12.01,24.444,185.37,1
289.97,6646.6,160,3.1293,0,0.91667,148.44,11.81,24.444,190.37,1
292.99,6646.6,160,3.1293,0,0.91667,148.44,12.01,24.444,187.2,1
296,6646.6,160,3.174,3.5763,0.93333,148.44,11.61,24.444,200.57,1
346.9,6662.7,160,3.3975,4.3363,0.98333,150.27,11.81,24.444,223.68,5
279.88,6662.7,160,3.4869,3.5316,1.0167,150.27,11.81,24.444,237.32,1
281.13,6662.7,160,3.1293,4.1128,1.0333,150.27,11.72,24.444,241.65,1
274.14,6662.7,160,3.174,4.3363,1.05,150.27,11.42,24.444,248.26,1
263.13,6662.7,160,3.2187,4.9621,1.0667,151.79,10.32,24.444,256.32,1
265.14,6678.8,160,3.2634,4.6492,1.1,151.79,9.82,24.444,266.3,1
271.1,6678.8,160,3.3975,3.5763,1.1333,151.79,9.02,24.444,117.79,1
267.08,6678.8,160,3.4869,4.1128,1.15,151.79,8.82,24.444,127.47,1
260.09,6678.8,160,3.5316,4.2022,1.1667,152.7,8.42,24.444,124.8,1
250.1,6694.9,159,3.621,4.2916,1.2,152.7,7.73,24.444,117.07,1
245.07,6694.9,160,3.7104,3.8445,1.2167,152.7,7.33,24.444,115.35,1
242.06,6694.9,160,3.7551,3.6657,1.2333,152.7,6.83,24.444,107.42,1
240.05,6694.9,159,3.8445,3.621,1.2667,153.92,6.63,24.444,93.78,1
244.03,6694.9,159,3.9339,3.7104,1.3,153.92,6.73,24.444,90.502,1
247.07,6710.9,159,3.9339,3.8892,1.2833,153.92,6.93,24.444,97.659,1
252.12,6710.9,159,3.8892,4.6492,1.2667,153.92,7.53,24.444,109.59,1
263.22,6710.9,159,3.7551,4.4704,1.2333,155.14,8.43,24.444,115.18,1
265.29,6710.9,159,3.6657,4.6045,1.2,155.14,9.13,24.444,105.34,1
265.34,6727,159,3.621,3.4869,1.1833,155.14,9.44,24.444,86.477,1
267.38,6727,159,3.5763,3.4869,1.1833,155.14,9.54,24.444,69.97,1
268.43,6727,159,3.5316,3.3528,1.1667,156.97,9.34,24.444,60.109,1
259.45,6727,159,3.5316,3.7104,1.1667,156.97,9.04,24.444,70.851,1
257.46,6743.1,159,3.5763,3.9339,1.1833,156.97,8.84,24.444,95.24,1
256.44,6743.1,159,3.6657,4.1128,1.2167,156.97,8.34,24.444,115.95,1
252.45,6743.1,159,3.7104,3.5763,1.2333,157.58,7.74,24.444,141.17,1
246.46,6743.1,159,3.7551,3.5763,1.25,157.58,7.64,24.444,145.19,1
239.45,6743.1,159,3.8445,3.8445,1.2667,157.58,6.94,24.444,133.3,1
234.48,6759.2,159,3.8445,4.1575,1.2833,157.58,6.65,24.444,123.29,1
225.5,6759.2,159,3.8892,4.0681,1.2833,159.11,6.45,24.444,107.56,1
227.53,6759.2,159,3.8892,4.5151,1.2667,159.11,6.35,24.444,99.447,1
228.6,6759.2,159,3.8445,3.6657,1.2667,159.11,6.75,24.444,115.08,1
231.65,6775.3,159,3.7998,2.9058,1.2667,159.11,6.95,24.444,138.51,1
241.68,6775.3,159,3.8445,3.621,1.2833,160.93,7.45,24.444,164.66,1
251.68,6775.3,159,3.9339,3.8445,1.2833,160.93,7.65,24.444,180.48,1
260.73,6775.3,159,3.8892,4.0233,1.2833,160.93,8.15,24.444,188.66,1
263.75,6791.4,159,3.9339,3.7104,1.2833,160.93,8.36,24.444,196.95,1
268.8,6791.4,159,3.8445,4.0233,1.2667,162.76,8.56,24.444,195.63,1
269.84,6791.4,159,3.7998,5.588,1.25,162.76,9.06,24.444,180.75,1
278.88,6791.4,159,3.7551,6.3032,1.2333,162.76,8.96,24.444,159.52,1
287.9,6807.5,159,3.7551,5.6774,1.2333,162.76,9.36,24.444,137.34,1
293.92,6807.5,159,3.7104,6.1691,1.2167,164.59,9.46,24.444,119.31,1
296.92,6807.5,159,3.7104,6.348,1.2167,164.59,9.36,24.444,102.51,1
293.92,6807.5,158,3.7104,5.9456,1.2167,164.59,9.36,24.444,117.88,1
289.91,6823.6,159,3.7551,5.6327,1.25,164.59,8.56,24.444,150.48,1
286.86,6823.6,159,3.8892,4.381,1.2833,165.51,8.16,24.444,194.84,1
275.83,6823.6,158,3.9339,3.8445,1.3,165.51,7.56,24.444,230.23,1
260.81,6823.6,159,3.9339,4.3363,1.3,165.51,7.06,24.444,227.06,1
251.76,6823.6,159,4.0681,5.1409,1.35,165.51,6.46,24.444,204.67,1
242.72,6839.7,159,4.1128,4.8727,1.3667,166.73,5.96,24.444,178.57,1
236.66,6839.7,159,4.2022,5.0068,1.3833,166.73,5.56,24.444,163.22,1
250.63,6839.7,159,4.2469,5.3198,1.4,166.73,5.66,24.444,168.26,1
260.61,6855.8,159,4.2469,4.6492,1.4,166.73,6.35,24.444,198.17,1
267.61,6855.8,159,4.2022,4.1575,1.3833,167.64,6.95,24.444,243.27,1
279.62,6855.8,159,4.1575,4.6045,1.3667,167.64,8.05,24.444,278.03,1
289.66,6855.8,159,4.0233,4.381,1.3333,167.64,8.85,24.444,279.89,1
296.7,6871.9,159,3.9339,4.3363,1.3,167.64,9.45,24.444,244.27,1
308.73,6871.9,159,3.8892,4.5151,1.2667,169.16,10.15,24.444,209.69,1
316.77,6871.9,160,3.7998,4.9621,1.25,169.16,10.65,24.444,173.04,1
315.81,6871.9,160,3.7551,5.0515,1.25,169.16,10.56,24.444,135.25,1
313.85,6871.9,160,3.7551,5.0962,1.2333,169.16,10.66,24.444,105.85,1
312.91,6888,159,3.7104,4.1575,1.2167,169.77,10.56,24.444,79.71,1
312.96,6888,160,3.6657,4.2916,1.2,169.77,10.26,24.444,53.19,1
321.03,6888,160,3.5316,4.6492,1.1667,169.77,10.86,24.444,49.254,1
324.09,6888,160,3.4869,4.3363,1.15,169.77,11.26,24.444,53.638,1
323.16,6904.1,160,3.4422,5.3645,1.15,170.99,11.27,24.444,56.317,1
323.16,6904.1,160,3.5316,6.4374,1.15,170.99,11.37,24.444,55.836,1
325.21,6904.1,160,3.5316,6.4821,1.1667,170.99,10.97,24.444,48.059,1
326.25,6904.1,161,3.5763,7.0185,1.1667,170.99,10.57,24.444,37.386,1
327.33,6904.1,161,3.5316,7.6891,1.1667,172.52,10.37,24.444,33.68,1
329.38,6920.2,161,3.5316,7.5997,1.1667,172.52,10.48,24.444,40.46,1
329.44,6920.2,161,3.4869,5.8115,1.1667,172.52,10.28,24.444,67.174,1
333.5,6920.2,161,3.5316,4.5598,1.1667,172.52,10.48,24.444,120.79,1
329.55,6920.2,161,3.5316,4.5598,1.1667,174.96,10.58,24.444,150.01,1
319.6,6936.3,161,3.5316,5.9456,1.1667,174.96,10.28,23.889,187.93,1
309.65,6936.3,161,3.5763,6.348,1.1833,174.96,9.99,23.889,236.59,1
293.71,6936.3,162,3.5763,6.7056,1.2,174.96,9.29,24.444,301.48,1
293.74,6936.3,162,3.7104,5.9903,1.2,176.17,8.39,24.444,319.45,1
281.79,6936.3,161,3.7551,5.9009,1.25,176.17,7.89,24.444,306.74,1
265.83,6952.3,161,3.7998,5.4092,1.25,176.17,7.09,24.444,272.58,1
242.88,6952.3,161,3.7998,4.5151,1.2667,176.17,6.7,24.444,229.87,1
249.92,6952.3,161,3.7551,5.1857,1.1667,177.7,6.9,24.444,186.01,1
250.95,6952.3,161,3.8445,5.0068,1.1333,177.7,6.6,24.444,159.37,1
253.99,6968.4,162,3.9339,4.6492,1.15,177.7,6.7,24.444,111.43,1
258.02,6968.4,161,4.0233,4.4257,1.1833,177.7,6.8,24.444,63.126,1
255.07,6968.4,161,4.0681,5.588,1.2,179.53,6.5,24.444,76.112,1
250.09,6968.4,162,4.1128,5.5433,1.2,179.53,6.5,24.444,104.51,1
247.11,6984.5,161,4.1128,5.9456,1.2,179.53,6.4,24.444,125.01,1
255.1,6984.5,161,4.0681,5.2304,1.2,179.53,6.5,24.444,145.5,1
271.14,6984.5,161,4.1575,6.4821,1.2167,181.36,6.8,24.444,168.53,1
280.1,6984.5,161,4.1575,6.7056,1.2167,181.36,7.3,24.444,187.23,1
281.08,7000.6,162,4.1128,5.588,1.2167,181.36,7.6,24.444,200.47,1
287.02,7000.6,162,4.0233,5.6774,1.1833,181.36,8.1,24.444,196.21,1
294.02,7000.6,162,4.0233,5.9903,1.1667,182.88,8.4,24.444,176.33,1
296.99,7000.6,161,3.9786,5.9456,1.1667,182.88,8.6,24.444,148.29,1
302.91,7016.7,162,3.9339,6.2138,1.15,182.88,8.8,24.444,135.82,1
305.88,7016.7,162,3.9339,6.3032,1.15,182.88,8.8,24.444,124.29,1
313.84,7016.7,162,3.9786,5.4986,1.1667,183.49,8.89,24.444,103.29,1
314.75,7016.7,162,3.9786,5.5433,1.1667,183.49,8.89,24.444,80.976,1
315.71,7032.8,162,3.9786,6.8844,1.15,183.49,8.89,24.444,62.717,1
313.68,7032.8,162,3.8892,7.3314,1.1333,183.49,9.19,24.444,59.233,1
314.63,7032.8,162,3.8892,7.242,1.1333,185.01,9.19,24.444,56.104,1
313.6,7032.8,162,3.8445,7.0632,1.1333,185.01,9.29,24.444,56.556,1
310.55,7048.9,162,3.8445,7.5103,1.1333,185.01,8.98,24.444,81.473,1
298.51,7048.9,162,3.8445,6.8844,1.1333,185.01,8.48,24.444,107.62,1
305.47,7048.9,163,3.8445,6.4374,1.1333,186.54,8.68,24.444,140.72,1
305.42,7048.9,162,3.8892,5.9009,1.15,186.54,8.28,24.444,178.56,1
291.37,7065,162,3.9339,5.1409,1.15,186.54,7.98,24.444,202.54,1
284.32,7065,163,3.9786,4.9621,1.1667,186.54,7.68,24.444,203.09,1
273.27,7065,162,4.0681,5.4986,1.2,187.76,6.98,24.444,191.72,1
262.21,7065,163,4.1575,5.7221,1.2167,187.76,6.27,24.444,190.43,1
257.18,7081.1,163,4.1128,5.1857,1.2,187.76,6.27,24.444,168.16,1
261.15,7081.1,163,4.1128,6.2585,1.2167,187.76,6.27,24.444,123,1
263.11,7081.1,162,4.1575,6.2138,1.2167,188.98,6.67,24.444,92.247,1
259.08,7081.1,162,4.1575,6.9738,1.2167,188.98,6.77,24.444,72.22,1
257.04,7097.2,162,4.1575,6.2138,1.2167,188.98,6.77,24.444,75.451,1
257.02,7097.2,163,4.1128,6.3927,1.2167,188.98,6.67,24.444,95.642,1
253.97,7097.2,163,4.2022,6.2585,1.2333,190.2,6.17,24.444,103.71,1
244.94,7097.2,162,4.2022,5.6327,1.2333,190.2,6.07,24.444,108.49,1
239.9,7113.3,162,4.2469,5.8562,1.25,190.2,5.56,24.444,118.06,1
234.82,7113.3,162,4.2916,5.5433,1.2833,190.2,4.96,24.444,125.88,1
238.76,7113.3,163,4.4257,5.9009,1.3,191.41,4.76,24.444,115.96,1
234.71,7129.4,163,4.4704,6.1691,1.3167,191.41,4.56,24.444,94.753,1
224.64,7129.4,163,4.5151,5.8115,1.3333,191.41,4.56,24.444,80.772,1
221.57,7129.4,162,4.5598,5.6327,1.3333,191.41,4.46,24.444,87.802,1
229.53,7129.4,162,4.6045,5.6774,1.35,192.02,4.66,24.444,113.93,1
236.47,7145.5,162,4.6045,5.2751,1.35,192.02,4.85,24.444,162.46,1
246.43,7145.5,162,4.6045,5.6327,1.3333,192.02,5.35,24.444,213.31,1
249.46,7145.5,162,4.4257,5.6327,1.2833,192.02,6.45,24.444,218.09,1
258.6,7145.5,162,3.9339,4.6939,1.2333,193.24,7.85,24.444,236.07,1
274.54,7161.6,162,4.0233,3.8445,1.1667,193.24,8.55,24.444,224.69,1
285.59,7161.6,162,3.7998,4.2022,1.1,193.24,9.55,24.444,210.97,1
266.6,7161.6,162,3.6657,3.6657,1.05,193.24,9.75,24.444,186.77,1
291.71,7161.6,162,3.3081,3.6657,1,194.77,9.95,24.444,157.37,1
290.6,7177.7,162,3.4869,4.0681,1.0167,194.77,10.14,24.444,121.61,1
294.62,7177.7,162,3.3528,3.4869,0.98333,194.77,10.24,24.444,94.046,1
292.65,7177.7,162,3.2634,3.3528,0.96667,194.77,10.94,24.444,97.695,1
279.61,7177.7,162,3.2634,5.1857,0.95,195.68,10.54,24.444,127.61,1
275.6,7177.7,161,3.2187,5.8115,0.95,195.68,10.94,24.444,115.03,1
288.56,7193.7,161,3.2187,6.4821,0.95,195.68,10.94,24.444,134.11,1
298.5,7193.7,161,3.2634,4.9621,0.95,195.68,10.64,24.444,133.06,1
312.47,7193.7,161,3.2634,4.4704,0.95,196.9,11.43,24.444,133.09,1
309.46,7193.7,161,3.2634,3.5763,0.95,196.9,11.53,24.444,133.5,1
315.45,7193.7,161,3.2187,4.1575,0.93333,196.9,11.93,24.444,121.89,1
298.48,7209.8,161,3.0846,3.3975,0.9,196.9,12.33,24.444,91.995,1
294.47,7209.8,162,3.0399,2.9505,0.9,198.42,11.83,24.444,81.526,1
302.4,7209.8,161,3.1293,3.8892,0.9,198.42,12.13,24.444,76.663,1
309.41,7209.8,161,3.0399,4.5598,0.9,198.42,12.53,24.444,75.468,1
314.42,7209.8,162,2.9952,5.0515,0.88333,198.42,12.73,24.444,77.851,1
317.37,7225.9,161,3.0399,4.0233,0.88333,199.95,13.42,24.444,74.159,1
312.39,7225.9,162,2.9505,4.5598,0.86667,199.95,13.62,24.444,78.307,1
308.33,7225.9,162,2.9952,3.621,0.88333,199.95,12.92,24.444,99.133,1
314.28,7225.9,162,3.0399,3.2634,0.88333,199.95,12.72,24.444,130.6,1
308.29,7225.9,162,2.9952,4.1575,0.88333,201.47,12.82,24.444,133.66,1
322.26,7225.9,162,2.9952,4.7833,0.88333,201.47,12.92,24.444,148.28,1
338.23,7242,163,2.9952,4.8727,0.86667,201.47,13.82,24.444,161.62,1
346.29,7242,163,2.9058,3.7998,0.86667,201.47,15.02,24.444,161.68,1
334.26,7242,163,2.9058,4.2469,0.86667,203.3,15.21,24.444,167.46,1
344.23,7242,163,2.9058,3.3975,0.83333,203.3,15.81,24.444,176.78,1
347.25,7242,163,2.861,3.7551,0.85,203.3,15.91,24.444,153.1,1
346.21,7258.1,163,2.861,4.1575,0.85,203.3,15.41,24.444,150.6,1
362.16,7258.1,164,2.9058,3.621,0.83333,205.44,16.01,24.444,144.68,5
369.16,7258.1,163,2.861,2.7716,0.83333,205.44,16.51,24.444,141.39,5
370.22,7258.1,164,2.7716,2.6375,0.83333,205.44,16.91,24.444,114.75,5
378.16,7258.1,163,2.8163,2.861,0.83333,205.44,17.61,24.444,98.508,5
366.16,7258.1,164,2.7716,2.2799,0.81667,207.57,17.6,24.444,84.462,5
363.22,7274.2,164,2.6822,1.7435,0.8,207.57,17.6,24.444,61.156,5
365.18,7274.2,164,2.6822,1.3411,0.78333,207.57,17.3,24.444,70.316,5
360.09,7274.2,164,2.7716,0,0.8,207.57,17,24.444,86.44,5
358.12,7274.2,164,2.7269,0,0.8,209.09,17.4,25,130.45,5
359.08,7274.2,165,2.7269,0,0.8,209.09,16.9,25,155.34,1
354.02,7274.2,165,2.7716,0,0.8,209.09,16.8,25,187.88,1
347.03,7290.3,165,2.7269,0,0.8,209.09,17,25,207.85,1
329.05,7290.3,165,2.6822,0,0.8,211.53,16.4,25,209.96,1
320.95,7290.3,165,2.7716,0,0.8,211.53,15.79,25,205.42,1
313.95,7290.3,165,2.7269,0,0.8,211.53,15.59,25,193.01,1
311.92,7290.3,165,2.7269,0,0.8,211.53,14.89,25,158.87,1
311.88,7290.3,165,2.7716,0,0.81667,213.06,14.49,25,116.31,1
311.82,7306.4,165,2.8163,0,0.81667,213.06,14.19,25,63.539,1
309.83,7306.4,165,2.7716,0,0.85,213.06,14.29,25,37.702,1
314.84,7306.4,166,2.7269,0,0.83333,213.06,13.99,25,37.121,1
311.75,7306.4,166,2.8163,0,0.81667,214.58,13.89,25,88.915,1
306.75,7306.4,166,2.8163,0,0.81667,214.58,14.09,25,122.38,1
309.81,7322.5,166,2.7269,0,0.81667,214.58,14.19,25,166.74,1
320.72,7322.5,166,2.8163,0,0.81667,214.58,14.68,25,196.2,1
337.76,7322.5,166,2.7716,0,0.81667,215.8,15.58,25,202.34,1
341.79,7322.5,166,2.7269,0,0.81667,215.8,16.28,25,196.95,1
354.73,7322.5,166,2.8163,1.6093,0.81667,215.8,16.48,25,181.49,1
357.7,7322.5,166,2.861,1.3858,0.83333,215.8,16.88,25,151.99,1
352.73,7338.6,167,2.8163,1.3411,0.83333,217.02,16.58,25,113.72,1
342.72,7338.6,167,2.8163,1.967,0.83333,217.02,15.98,25,95.144,1
338.69,7338.6,167,2.861,1.7882,0.81667,217.02,15.68,25,134.3,1
329.77,7338.6,167,2.7716,0,0.81667,217.02,15.39,25,178.49,1
338.78,7338.6,167,2.7716,0,0.81667,218.85,15.39,25,200.54,1
331.72,7338.6,166,2.861,0,0.81667,218.85,15.19,25,201.77,1
312.72,7354.7,167,2.861,0,0.83333,218.85,14.49,25,205.44,1
302.73,7354.7,167,2.861,0,0.85,218.85,13.79,25,194.32,1
298.7,7354.7,167,2.9058,1.6093,0.85,220.07,12.99,25,185.37,1
296.72,7354.7,167,2.9058,2.3693,0.85,220.07,12.99,25,172.5,1
287.76,7354.7,167,2.861,1.8329,0.85,220.07,12.79,25,126.34,1
297.74,7370.8,167,2.9058,1.8329,0.85,220.07,12.89,25,83.356,1
289.73,7370.8,168,2.9505,0,0.86667,220.98,12.89,25,99.897,1
296.75,7370.8,167,2.9505,1.4752,0.86667,220.98,12.59,25,159.82,1
302.79,7370.8,168,2.9505,1.8776,0.86667,220.98,13.19,25,223.77,1
312.85,7370.8,167,2.9058,2.2799,0.85,220.98,13.69,25,252.03,1
320.95,7370.8,167,2.8163,2.2799,0.83333,223.11,14.7,25,267.03,1
339.96,7386.9,167,2.861,2.1458,0.83333,223.11,15.5,25,271.33,1
354.96,7386.9,167,2.9058,1.7882,0.85,223.11,16.4,25,243,1
351.03,7386.9,167,2.861,1.8776,0.85,223.11,16.4,25,215.19,1
360.07,7386.9,168,2.861,1.6987,0.85,224.03,16.6,25,189.39,1
357.07,7386.9,168,2.9058,0,0.83333,224.03,16.5,25,144.86,1
353.17,7386.9,168,2.8163,2.0117,0.85,224.03,16.11,25,88.949,1
362.19,7403,168,2.861,2.1905,0.83333,224.03,16.51,25,88.127,1
374.21,7403,168,2.9058,2.861,0.83333,225.25,16.71,25,161.23,1
362.28,7403,168,2.861,0,0.83333,225.25,17.01,25,227.19,1
354.38,7403,169,2.7716,0,0.81667,225.25,16.72,25,289.38,1
340.35,7403,169,2.9058,0,0.85,225.25,15.82,25,327.31,1
314.44,7419.1,168,2.861,0,0.85,225.86,14.62,25,384.63,1
302.47,7419.1,169,2.9058,0,0.85,225.86,13.43,25,437.06,1
288.5,7419.1,169,2.9505,0,0.86667,225.86,12.13,25,462.45,1
287.52,7419.1,169,3.0399,0,0.9,225.86,11.73,25,478.97,1
264.46,7419.1,169,3.2634,0,0.96667,227.38,10.73,25,496.13,1
243.44,7435.2,169,3.4422,2.2799,1.0167,227.38,10.04,25,487.1,1
223.49,7435.2,168,3.4869,2.4587,1.0333,227.38,9.04,25,477.97,1
209.55,7435.2,168,3.4869,2.861,1.05,227.38,7.54,25,461.79,1
185.54,7435.2,168,3.6657,2.6375,1.0833,229.21,6.14,25,435.67,1
180.63,7435.2,168,3.7551,0,1.0833,229.21,5.15,25,358.09,1
177.69,7451.2,168,3.7551,0,1.1167,229.21,4.75,25,273.75,1
166.69,7451.2,168,3.9339,0,1.15,229.21,4.05,25,196.36,1
160.74,7451.2,168,3.9786,1.4752,1.1667,230.12,4.16,25,136.85,1
165.78,7451.2,168,4.0233,0,1.1833,230.12,4.26,25,95.246,1
177.88,7467.3,167,4.0681,0,1.2,230.12,4.56,25,99.321,1
181.92,7467.3,167,4.1128,1.5646,1.2,230.12,5.16,25,126.53,1
184.98,7467.3,167,4.0681,0,1.1833,231.04,5.77,25,153.15,1
189.03,7467.3,167,4.0681,0,1.1833,231.04,5.97,25,172.93,1
189.09,7483.4,167,3.9786,1.5646,1.1667,231.04,6.27,25,173.34,1
202.13,7483.4,167,3.9786,1.7435,1.1667,231.04,6.67,25,173.74,1
207.17,7483.4,167,3.9786,0,1.1667,232.26,6.67,25,190.43,1
215.21,7483.4,167,3.9339,0,1.1667,232.26,6.97,25,193.83,1
220.21,7499.5,167,3.9339,1.8329,1.15,232.26,7.17,25,187.07,1
227.25,7499.5,166,3.8892,1.9223,1.1333,232.26,7.67,25,176.16,1
236.3,7499.5,166,3.7998,1.8329,1.1,233.78,8.17,25,136.77,1
236.34,7499.5,166,3.7551,0,1.1,233.78,8.28,25,220.3,1
237.38,7515.6,166,3.7551,1.5646,1.1,233.78,8.48,25,303.38,1
241.42,7515.6,165,3.7104,0,1.0833,233.78,8.68,25,357.49,1
231.47,7515.6,166,3.5763,0,0.98333,234.09,8.68,25,398.54,1
288.55,7515.6,166,3.2634,0,0.95,234.09,9.38,25,405.99,1
309.57,7515.6,165,3.0846,0,0.91667,234.09,10.48,25,394.22,1
315.62,7531.7,165,2.9505,0,0.85,234.09,11.58,25,362.41,1
325.65,7531.7,165,2.9058,2.414,0.83333,235.61,13.38,25,324.11,1
317.67,7531.7,165,2.8163,2.1905,0.83333,235.61,14.28,25,302.64,1
306.69,7531.7,165,2.8163,0,0.83333,235.61,14.38,25,291.31,1
293.68,7531.7,165,2.9505,0,0.85,235.61,13.58,25,332.63,1
272.7,7547.8,165,2.9952,1.6987,0.88333,237.13,11.89,25,346.71,1
255.68,7547.8,165,3.1293,1.967,0.91667,237.13,10.19,25,359.46,1
236.7,7547.8,165,3.3081,1.967,0.96667,237.13,8.19,25,346.62,1
