Power(watts)','Distance(metres)','Heartrate(BPM)','Speed(m/s)','WindSpeed (m/s)','Cadaence(revs/s)','Elevation(meters)','Hill slope(%)','Temperature(C )','Penalty (to be minimized)','Cluster'
266.33,24671,124,14.395,14.797,1.55,175.87,-7.39,21.667,374.23,9
255.35,24671,123,14.529,15.244,1.5667,175.87,-7.69,21.667,364.47,9
241.34,24687,123,14.663,18.284,1.5833,175.87,-7.88,21.667,427.45,9
166.28,24703,123,14.573,19.446,1.5667,170.69,-8.38,21.667,562.34,9
176.3,24719,123,14.439,18.507,1.55,170.69,-8.58,21.667,610.88,9
248.74,24736,123,14.439,17.703,1.55,170.69,-8.87,21.667,693.41,9
308.07,24752,122,14.439,17.256,1.55,170.69,-8.87,21.667,743.85,9
360.17,24768,122,14.484,17.524,1.5667,166.42,-8.77,21.667,811.61,9
329.26,24784,123,14.529,17.524,1.5667,166.42,-8.96,21.667,850.31,9
365.78,24800,122,14.708,17.077,1.5833,166.42,-9.16,21.667,731.37,9
357.72,24816,123,14.797,17.122,1.6,166.42,-9.46,21.667,546.46,9
390.26,24832,122,14.931,16.362,1.6167,161.24,-9.26,21.667,380.99,9
399.82,24832,122,15.065,17.211,1.6167,161.24,-9.16,21.667,318.75,9
408.53,24848,123,15.155,16.228,1.6333,161.24,-8.86,21.667,351.29,9
437.22,24864,122,15.244,17.658,1.65,161.24,-8.25,21.667,342.63,9
363.52,24880,122,14.931,18.239,1.6167,156.97,-7.35,21.667,337.48,9
352.76,24896,123,14.663,16.943,1.5833,156.97,-7.05,21.667,313.5,9
428.42,24913,123,14.529,15.333,1.5667,156.97,-5.95,21.667,312.04,9
444.18,24929,124,14.395,14.931,1.55,156.97,-5.45,21.667,320.35,9
424.34,24945,124,14.439,15.155,1.5667,152.4,-5.64,21.667,358.19,9
378.67,24961,123,14.439,15.87,1.55,152.4,-5.34,21.667,398.51,9
394.07,24977,124,14.439,15.11,1.55,152.4,-5.54,21.667,536.46,9
380.31,24993,124,14.484,15.646,1.5667,152.4,-5.63,21.667,1303.3,9
349.06,24993,124,14.395,14.931,1.55,148.74,-5.63,21.667,1637.1,9
318.31,25009,124,14.439,14.529,1.4333,148.74,-5.82,21.667,1785.9,9
269.88,25025,124,14.395,14.126,0.68333,148.74,-5.92,21.667,1833,9
0,25041,124,14.395,14.082,0,148.74,-6.42,21.667,1834.7,2
0,25057,123,14.439,14.573,0,145.69,-6.41,21.667,1722.5,2
0,25074,123,14.216,14.573,0,145.69,-6.11,21.667,1520.8,2
0,25090,123,14.082,13.903,0,145.69,-5.91,21.667,1245.3,2
0,25106,123,13.992,13.188,0,145.69,-6.11,21.667,853.44,2
0,25122,123,14.037,13.188,0,142.95,-6.1,21.667,180.38,2
0,25122,122,13.948,13.009,0,142.95,-6.4,21.667,469.71,2
0,25138,121,13.814,12.83,0,142.95,-5.9,21.667,711.02,2
0,25154,121,13.635,13.054,0,142.95,-4.9,21.667,867.54,2
57.04,25170,120,13.545,12.83,0.55,139.9,-4.4,21.667,935.42,8
143.63,25186,119,13.679,12.964,1.4667,139.9,-4.3,21.667,1003.2,9
192.56,25202,120,13.724,13.814,1.4833,139.9,-4.2,21.667,1061.1,9
206.84,25218,119,13.679,13.009,1.4833,139.9,-4.2,21.667,1073.6,9
195.84,25218,120,13.724,11.847,1.4833,136.86,-4.7,21.667,1010.3,9
233.23,25234,120,13.948,12.472,1.5,136.86,-4.89,21.667,801.35,9
272.54,25251,120,14.216,12.919,1.5333,136.86,-5.49,21.667,579.75,9
298.19,25267,121,14.395,12.964,1.55,136.86,-5.69,21.667,468.79,9
313.46,25283,121,14.395,13.456,1.55,133.5,-4.89,21.667,418.38,9
298.27,25299,122,14.261,13.098,1.5333,133.5,-4.18,21.667,365.18,9
290.85,25315,122,14.216,13.814,1.5333,133.5,-3.68,21.667,226.92,9
286.37,25331,123,14.216,13.858,1.5333,133.5,-3.87,21.667,110.47,9
296.96,25331,123,14.35,13.903,1.55,130.45,-4.36,21.667,90.106,9
301.5,25347,123,14.395,13.232,1.55,130.45,-4.76,21.667,95.39,9
305.08,25363,123,14.439,13.59,1.5667,130.45,-5.15,21.667,124.77,9
296.53,25379,124,14.529,13.679,1.5667,130.45,-5.14,21.667,189.84,9
282.16,25395,124,14.573,13.903,1.5667,128.02,-5.24,21.667,193.85,9
286.8,25411,125,14.618,13.858,1.5833,128.02,-5.13,21.667,196.99,9
261.71,25428,125,14.573,15.155,1.5833,128.02,-5.02,21.667,225.71,9
243.74,25444,125,14.484,14.752,1.5667,128.02,-4.91,21.667,272.7,9
270.62,25460,126,14.439,13.992,1.55,126.19,-4.81,21.111,275.85,9
294.44,25476,126,14.395,13.456,1.55,126.19,-4.4,21.667,285.13,9
320.23,25476,127,14.35,12.919,1.55,126.19,-4.19,21.667,333.76,9
335.85,25492,127,14.35,13.009,1.55,126.19,-3.79,21.111,355.46,9
309.56,25508,128,14.305,14.395,1.55,124.36,-3.58,21.111,324.6,9
313.34,25524,128,14.216,14.082,1.5333,124.36,-3.58,21.111,229.41,9
348.83,25540,128,14.216,14.082,1.5333,124.36,-3.57,21.111,164.98,9
340.62,25556,128,14.082,13.948,1.5167,124.36,-3.37,21.667,139.68,9
318.47,25572,128,13.903,13.277,1.5,122.22,-3.26,21.667,138.56,9
308.14,25589,129,13.769,13.456,1.4833,122.22,-2.96,21.667,134.69,9
322.64,25589,129,13.679,12.606,1.4833,122.22,-2.96,21.667,126.87,9
334.87,25605,130,13.679,12.562,1.4667,122.22,-3.05,21.667,132.24,9
325.95,25621,130,13.724,12.875,1.4833,120.7,-3.15,21.667,204.52,9
328.99,25637,131,13.769,13.009,1.4833,120.7,-3.45,21.667,218.22,9
317.12,25653,131,13.769,13.366,1.5,120.7,-3.65,21.667,221.3,9
309.02,25669,132,13.858,15.155,1.5,120.7,-4.25,21.667,304.68,9
267.12,25685,132,13.858,15.244,1.5,119.18,-4.45,21.667,477.02,9
279.33,25685,132,13.814,15.468,1.4833,119.18,-4.75,21.667,593.85,9
324.54,25701,133,13.769,13.992,1.4833,119.18,-4.95,21.667,632.82,9
378.52,25717,133,13.814,13.456,1.4833,119.18,-4.55,21.667,634.74,9
434.53,25733,133,13.858,12.383,1.5,116.43,-4.14,21.667,627.93,9
441.44,25749,133,13.903,11.712,1.5,116.43,-3.74,21.667,627.55,9
413.34,25766,134,14.037,11.847,1.5167,116.43,-3.74,21.667,626.47,9
379.19,25782,134,14.216,12.696,1.5333,116.43,-4.04,21.667,656.31,9
329.3,25798,134,14.305,13.188,1.55,114,-4.34,21.667,671.49,9
309.48,25798,134,14.395,13.858,1.55,114,-4.73,21.667,684.25,9
267.81,25814,134,14.439,13.992,1.55,114,-4.83,21.667,615.9,9
259.18,25830,135,14.484,13.366,1.5667,114,-5.02,21.667,477.65,9
301.59,25846,135,14.529,13.366,1.5667,111.25,-4.92,21.667,337.5,9
297.09,25862,135,14.529,14.171,1.5667,111.25,-4.61,21.667,232.54,9
295.88,25878,135,14.395,13.858,1.55,111.25,-4.21,21.667,220.79,9
297.72,25894,135,14.216,13.232,1.5333,111.25,-3.2,21.667,233.95,9
326.52,25910,135,14.037,13.411,1.5167,108.51,-2.7,21.667,218.76,9
321.99,25926,135,13.992,13.858,1.5,108.51,-2.7,21.667,142.94,9
319.39,25926,135,13.948,13.679,1.5167,108.51,-2.89,21.667,135.89,9
325.36,25943,136,13.992,13.545,1.5167,108.51,-3.69,21.667,119.28,9
331.3,25959,136,14.037,13.59,1.5167,105.77,-3.99,21.111,91.943,9
325.31,25975,136,13.992,13.992,1.5167,105.77,-3.99,21.111,113.58,9
316.24,25991,136,13.948,13.992,1.5,105.77,-3.99,21.111,192.82,9
316.11,26007,136,13.903,14.037,1.5,105.77,-3.7,21.111,212.22,9
317.97,26023,137,13.858,14.618,1.5,103.33,-3.8,21.111,226.18,9
289.9,26023,136,13.769,16.719,1.4833,103.33,-3.9,21.111,349.88,9
268.2,26039,136,13.501,16.406,1.45,103.33,-3.7,21.667,517.23,9
282.5,26055,137,13.232,15.825,1.4333,103.33,-4.01,21.111,669.39,9
335.29,26071,137,13.188,15.155,1.45,101.5,-4.11,21.111,736.66,9
395.15,26087,136,13.098,14.529,1.5333,101.5,-4.11,21.667,724.09,9
437.69,26103,137,13.143,13.366,1.5333,101.5,-4.22,21.667,764.18,9
463.2,26103,137,13.188,11.936,1.55,101.5,-4.02,21.667,857.89,9
446.56,26120,137,13.277,13.009,1.55,99.67,-3.53,21.667,818.43,9
352.13,26136,136,13.277,14.126,1.5333,99.67,-3.73,21.667,790.33,9
273.79,26152,136,13.232,15.155,1.4667,99.67,-4.44,21.111,786.95,9
218.98,26168,136,13.366,14.752,1.45,99.67,-5.54,21.667,777.19,8
322.69,26184,136,13.679,15.557,1.4833,98.45,-6.75,21.667,733.96,9
320.87,26184,136,13.769,15.646,1.4833,98.45,-7.05,21.667,620.57,9
364.42,26200,136,13.679,13.232,1.4833,98.45,-6.56,21.667,497.91,9
361.83,26216,136,13.635,12.294,1.4667,98.45,-5.67,21.667,505.06,9
387.94,26232,136,13.814,12.204,1.5,95.707,-5.07,21.667,503.93,9
349.55,26248,136,14.082,13.903,1.5167,95.707,-5.08,21.667,372.23,9
309.81,26264,136,14.126,14.886,1.5333,95.707,-5.48,21.667,389.47,9
283.98,26281,136,14.216,16.764,1.5333,95.707,-5.79,21.667,390.61,9
274.93,26281,137,14.037,16.675,1.5167,92.964,-5.4,21.667,427.98,9
300.09,26297,136,13.814,16.987,1.5,92.964,-4.9,21.111,446.99,9
291.5,26313,136,13.545,16.228,1.4667,92.964,-4.4,21.111,408.19,9
314.65,26329,136,13.411,14.797,1.45,92.964,-4.61,21.667,399.58,9
390.7,26345,136,13.501,13.724,1.45,89.611,-4.7,21.111,402.38,9
379.18,26361,136,13.322,14.261,1.4333,89.611,-4.3,21.111,374.54,9
354.51,26377,136,13.232,14.529,1.4333,89.611,-4.1,21.111,321.61,9
329.59,26377,137,13.054,14.797,1.4167,89.611,-3.5,21.111,294.75,9
345.23,26393,137,12.919,14.797,1.4,86.868,-2.98,21.667,228.79,9
339.05,26409,137,12.83,13.814,1.3833,86.868,-3.25,21.667,376.91,9
356.39,26425,137,12.964,13.948,1.4,86.868,-3.54,21.667,572.05,9
362.41,26441,137,13.054,14.976,1.4167,86.868,-4.32,21.667,691.15,9
336.37,26441,137,13.188,14.797,1.4167,83.21,-5.21,21.667,1160,9
251.94,26458,137,13.054,16.496,1.4167,83.21,-5.6,21.667,1411.9,8
193.98,26474,136,12.919,16.093,1.4,83.21,-6.29,21.667,1534,8
182.13,26490,136,12.964,15.378,1.0667,83.21,-6.98,21.667,1529.9,8
0,26506,136,13.098,14.752,0.36667,78.334,-8.06,21.667,1386.7,2
0,26506,135,13.277,15.915,0,78.334,-9.35,21.667,1182.1,2
0,26522,135,13.501,16.809,0,78.334,-10.44,21.667,944.31,2
39.14,26538,134,13.724,15.691,0.63333,78.334,-10.93,21.667,810.1,8
141.39,26554,133,14.037,14.886,1.0167,74.676,-10.83,21.667,789.85,8
179.61,26570,133,14.305,15.512,1.1667,74.676,-10.92,21.667,735.75,8
137.69,26586,132,14.573,17.211,1.1667,74.676,-10.81,21.667,735.75,8
117.81,26602,132,14.752,16.898,1.1,74.676,-10.81,21.667,735.75,8
0,26618,132,14.842,17.077,0.48333,70.409,-11.21,21.667,735.75,2
0,26635,132,14.976,17.792,0,70.409,-11.31,21.667,759.04,2
0,26635,132,15.155,16.853,0,70.409,-11.21,21.667,716.2,2
0,26651,132,15.155,17.524,0,70.409,-10.71,21.667,540.68,2
0,26667,130,14.976,17.479,0,65.837,-9.81,21.667,370.25,2
0,26683,130,14.35,15.423,0,65.837,-8.41,21.667,97.359,2
0,26699,129,13.59,13.366,0,65.837,-7.31,21.667,97.359,2
0,26715,128,12.919,13.143,0,65.837,-6.11,21.667,97.359,2
12.28,26731,126,12.741,11.668,0.93333,60.96,-5.2,21.667,97.359,8
29.63,26731,126,12.606,12.785,0.73333,60.96,-4.5,21.667,97.359,8
0,26747,126,12.159,12.517,0.066667,60.96,-3.9,21.667,97.359,2
0,26763,126,11.087,11.31,0,60.96,-3.9,21.667,97.359,2
0,26779,125,9.5219,9.7902,0,58.217,-3.69,21.667,97.359,6
0,26779,124,7.9126,8.4937,0,58.217,-3.88,21.667,97.359,6
0,26779,124,6.3032,7.242,0,58.217,-4.08,21.667,93.698,6
0,26796,123,4.6939,5.5433,0,58.217,-3.78,21.667,0,6
0,26796,122,3.4869,4.7833,0,55.474,-4.17,21.667,0,6
0,26796,121,2.8163,3.9786,0,55.474,-3.87,21.667,0,6
0,26796,120,2.2799,3.3081,0,55.474,-3.07,21.667,0,6
0,26796,120,2.0564,3.5763,0,55.474,-2.77,21.667,302.35,6
0,26796,119,2.1905,4.6492,0,54.864,-1.87,21.667,532.41,6
0,26812,119,2.6375,4.828,0,54.864,-1.66,21.667,732.62,6
0,26812,118,3.2634,4.9621,0,54.864,-2.46,21.667,892.56,6
95.61,26812,118,3.8445,3.7998,0.55,54.864,-2.56,21.667,1104.4,6
149.61,26812,118,4.8727,4.828,0.68333,53.645,-3.25,21.667,1102.9,6
188.71,26828,118,5.8562,6.4821,0.86667,53.645,-3.65,21.667,1042.6,6
216.49,26828,117,6.4821,6.4821,0.98333,53.645,-3.44,21.667,931.64,6
290.27,26844,117,6.9291,6.6162,1.05,53.645,-3.33,21.667,777.24,6
207.43,26844,118,7.2867,6.3927,1.1167,54.254,-2.42,21.667,563.99,6
185.39,26844,118,7.3314,5.7221,1.1333,54.254,-1.52,21.667,540.52,6
154.98,26860,118,7.242,5.4092,1.2,54.254,-0.31,21.667,561.39,6
134.28,26860,119,7.1526,5.2304,1.2333,54.254,0.19,21.667,585.51,6
117.78,26876,120,7.1526,5.3645,1.2167,54.864,0.5,21.667,578.7,6
112.03,26876,121,7.1079,6.1244,1.2167,54.864,0.9,21.667,346.88,6
122.56,26892,121,7.0185,5.7221,1.2,54.864,1.21,21.667,265.71,6
115.82,26892,122,6.9291,5.1409,1.1833,54.864,1.42,21.667,178.26,6
111.16,26908,122,6.795,4.2916,1.1667,54.559,1.62,21.667,127.66,6
107.35,26908,123,6.795,4.2916,1.1667,54.559,1.33,21.667,112.16,6
94.79,26908,124,6.795,3.8892,1.1667,54.559,0.83,21.667,123.09,6
95.98,26924,124,6.795,2.9505,1.1667,54.559,0.44,21.667,141.05,6
96.18,26924,125,6.9291,2.9952,1.1833,54.559,-0.06,21.667,116.22,6
90.6,26940,125,7.0185,2.9505,1.2,54.559,-0.25,21.667,96.136,6
84.76,26940,125,7.1079,3.0846,1.2167,54.559,-0.34,21.667,83.904,6
78.21,26956,125,7.1526,4.0681,1.2167,54.559,-0.43,21.667,78.257,6
95.19,26956,125,7.242,3.2634,1.2333,54.254,-0.03,21.667,89.455,6
91.64,26956,125,7.3314,3.9786,1.25,54.254,-0.13,21.667,83.704,6
81.84,26973,126,7.4208,4.2022,1.25,54.254,-0.12,21.667,74.792,6
75.33,26973,125,7.4208,4.381,1.2667,54.254,0.09,21.667,73.043,6
72.34,26989,125,7.3761,3.2634,1.2667,54.559,-0.01,21.667,73.888,6
80.84,26989,125,7.4208,3.4422,1.2667,54.559,-0.1,21.667,74.574,6
88.07,27005,125,7.555,4.828,1.3,54.559,0,21.667,88.303,6
88.6,27005,125,7.555,5.0515,1.3,54.559,0.31,21.667,128.8,6
79.84,27021,125,7.555,4.6045,1.2833,54.559,0.12,21.667,181.95,6
90.13,27021,125,7.5103,4.828,1.2833,54.559,0.62,21.667,232.89,6
102.36,27037,125,7.4208,4.6045,1.2833,54.559,1.03,21.667,276.47,6
114.9,27037,125,7.3761,4.381,1.2667,54.559,1.04,21.667,305.37,6
129.16,27053,126,7.3761,3.9786,1.2333,54.864,1.54,21.667,337.37,6
143.65,27053,126,7.1973,3.6657,1.2167,54.864,2.15,21.667,367.31,6
157.6,27053,125,7.0632,4.5598,1.2,54.864,2.65,21.667,364.87,6
161.07,27069,126,6.9291,4.381,1.1833,54.864,2.96,21.667,345.87,6
173.26,27069,126,6.795,4.2469,1.2833,55.474,3.57,21.667,315.85,6
188.51,27085,126,6.795,4.5598,1.2833,55.474,3.37,21.667,280.31,6
198.8,27085,126,6.8397,4.4257,1.3,55.474,3.08,21.667,245.92,6
202.1,27101,126,6.9291,4.3363,1.3167,55.474,2.78,21.667,215.55,6
204.68,27101,127,7.0185,3.7551,1.3333,56.388,2.29,21.667,194.99,6
208.99,27101,127,7.1079,4.6939,1.3333,56.388,2.1,21.667,166.88,6
213.54,27117,127,7.1526,5.9009,1.35,56.388,2.11,21.667,152.57,6
216.89,27117,127,7.2867,5.9903,1.3833,56.388,1.91,21.667,203.96,6
222.18,27133,128,7.3314,6.1691,1.4,57.912,1.82,21.667,288.15,6
230.77,27133,128,7.4655,6.6162,1.4167,57.912,1.73,21.667,345.14,6
239,27150,129,7.4655,5.6327,1.4167,57.912,1.83,21.667,360.85,6
265.67,27150,129,7.6891,5.8115,1.45,57.912,1.84,21.667,352.38,6
291.29,27166,130,7.8679,6.0797,1.4833,59.741,1.75,21.667,330.19,6
299.91,27166,130,8.0467,6.1244,1.5167,59.741,1.65,21.667,291.87,6
294.01,27182,130,8.1361,6.5268,1.5333,59.741,1.55,21.667,244.03,6
288.59,27182,131,8.1361,5.4539,1.5333,59.741,1.96,21.667,184.59,6
287.96,27198,131,8.1361,4.6492,1.5333,60.96,2.37,21.667,93.449,6
286.5,27198,132,8.0914,5.3198,1.5333,60.96,2.88,21.667,54.761,6
294.11,27214,133,8.0914,4.6939,1.5333,60.96,3.19,21.667,110.25,6
296.45,27214,133,8.0914,6.9738,1.5167,60.96,3.4,21.667,174.62,6
291.63,27230,134,8.0467,7.9126,1.5167,61.874,3.3,21.667,237.05,6
303.86,27230,135,8.0467,7.4655,1.5167,61.874,3.5,21.667,239.12,6
324.02,27246,135,8.002,5.9009,1.5167,61.874,3.41,21.667,280.3,6
339.32,27246,136,8.0467,7.1526,1.5167,61.874,3.41,21.667,348.66,6
352.61,27262,136,8.0467,5.3198,1.5167,62.789,3.62,21.667,440.51,6
330.74,27262,137,8.0914,5.1409,1.5,62.789,3.52,21.667,524.6,6
365.96,27278,138,8.0914,5.8562,1.4167,62.789,3.82,21.667,575.73,6
396.68,27278,138,8.4043,6.2138,1.45,62.789,3.52,21.667,616.23,6
427.27,27294,139,8.6279,6.0797,1.4833,64.313,3.63,21.667,623.51,9
451.81,27294,139,8.762,5.4092,1.5,64.313,3.83,21.667,621.72,9
471.3,27310,140,8.8961,4.828,1.5167,64.313,3.84,21.667,619.14,9
490.79,27310,140,9.0302,4.381,1.55,64.313,4.34,21.667,537.03,9
487.39,27327,141,9.1196,5.588,1.5667,65.837,4.55,21.667,464.4,9
498.06,27343,141,9.2537,4.9174,1.5833,65.837,4.66,21.667,388.19,9
516.55,27343,142,9.3431,4.9621,1.6,65.837,4.86,21.667,304.76,9
535.24,27359,142,9.5219,5.588,1.6333,65.837,4.67,21.667,247.78,9
542.97,27359,143,9.6113,4.9174,1.65,67.056,4.87,21.667,243.19,9
540.75,27375,144,9.7007,6.035,1.6667,67.056,4.78,21.667,282.62,9
513.17,27391,144,9.7007,5.9456,1.65,67.056,4.69,21.667,320.17,9
492.84,27391,145,9.7007,6.348,1.65,67.056,4.8,21.667,349.57,9
474.09,27407,145,9.6113,7.0185,1.6333,68.275,4.7,21.667,381.65,9
461.32,27407,146,9.5219,7.5103,1.6167,68.275,4.81,21.667,385.17,9
456.35,27423,147,9.3431,6.795,1.6,68.275,4.82,21.667,336.76,9
458.97,27439,148,9.2984,7.1079,1.5833,68.275,5.03,21.667,241.53,9
445.18,27439,149,9.209,6.8397,1.5667,70.714,4.93,21.667,164.74,9
436.61,27455,149,9.209,7.242,1.5667,70.714,4.64,21.667,128.68,9
442.91,27455,151,9.1643,6.6162,1.5667,70.714,4.45,21.667,116.83,9
447.54,27471,151,9.1196,6.3032,1.55,70.714,4.46,21.667,113.98,9
457.93,27471,152,9.1196,7.0632,1.5667,72.542,4.66,21.667,120.88,9
431.19,27488,152,9.0749,7.2867,1.65,72.542,4.87,21.667,108.06,9
429.81,27504,153,9.0302,7.3314,1.7,72.542,4.78,21.667,110.32,9
431.2,27504,153,9.0302,7.5997,1.7,72.542,4.39,21.667,110.48,9
423.46,27520,154,8.9855,8.002,1.7,73.457,4.39,21.667,108.75,9
427.09,27520,154,8.9408,7.9573,1.6833,73.457,4.4,21.667,109.29,9
425.18,27536,155,8.8514,7.3314,1.6667,73.457,4.41,21.667,85.181,9
437.5,27536,155,8.8514,6.4374,1.6667,73.457,4.61,21.667,110.16,9
428.87,27552,155,8.8514,6.8397,1.6667,74.676,4.62,21.667,116.41,9
417.02,27552,156,8.8067,6.8397,1.6667,74.676,4.42,21.667,138.85,9
407.15,27568,156,8.762,6.348,1.65,74.676,4.33,21.667,176.59,9
402.38,27568,156,8.762,6.348,1.65,74.676,4.13,21.667,254.71,9
408.08,27584,156,8.8067,7.1079,1.6667,76.2,3.94,21.667,285.74,9
393.06,27600,156,8.762,6.8397,1.65,76.2,4.14,21.667,272.51,6
381.01,27600,157,8.7173,6.5268,1.6333,76.2,4.04,21.667,240.28,6
350.94,27616,157,8.6726,6.035,1.5667,76.2,3.75,21.667,212.2,6
356.27,27616,157,8.762,6.9738,1.5,77.724,3.35,21.667,226.47,6
359.72,27632,157,8.8514,7.555,1.5167,77.724,2.65,21.667,249.57,6
373.16,27632,157,8.9855,7.5997,1.5333,77.724,2.35,21.667,236,6
383.45,27648,157,9.0749,7.4655,1.55,77.724,2.35,21.667,287.26,9
416.58,27648,158,9.1196,5.588,1.5667,78.334,2.65,21.667,498.76,9
420.12,27665,158,9.2537,6.4821,1.5833,78.334,2.95,21.667,678.87,9
388.14,27681,158,9.2537,6.4821,1.5833,78.334,3.05,21.667,811,9
327.88,27681,158,9.1643,6.4821,1.55,78.334,3.15,21.667,900.66,6
246.07,27697,158,8.8961,6.5268,1.5167,78.943,2.95,21.667,955.53,6
217.31,27697,158,8.6279,6.4821,1.4667,78.943,2.85,21.667,964.76,6
207.5,27713,157,8.3596,5.8115,1.4167,78.943,3.05,21.667,878.65,6
204,27713,157,8.1808,5.2304,1.4,78.943,3.06,21.667,699.68,6
194.51,27729,158,8.002,5.0068,1.3667,79.858,3.26,21.667,476.02,6
190.07,27729,157,7.8679,6.3032,1.35,79.858,3.16,21.667,277.39,6
184.04,27745,157,7.8232,6.9291,1.3333,79.858,2.66,21.667,243.26,6
175.02,27745,157,7.7785,6.8844,1.3333,79.858,2.06,21.667,230.27,6
159.31,27761,157,7.8232,6.8844,1.3333,80.162,1.06,21.667,226.82,6
152.54,27761,156,7.8679,7.6444,1.35,80.162,0.37,21.667,211.02,6
145.97,27777,156,7.9573,8.8514,1.3667,80.162,-0.23,21.667,197.49,6
150.31,27777,156,8.0467,8.6726,1.3667,80.162,-0.83,21.667,168.07,6
140.58,27793,156,8.0914,8.3596,1.3833,79.858,-1.03,21.667,129.04,6
138.14,27793,155,8.2255,8.3149,1.3833,79.858,-1.53,21.667,103.49,6
133.68,27809,154,8.3596,7.1526,1.3167,79.858,-2.13,21.667,119.44,6
136.63,27809,154,8.6279,7.8232,1.3167,79.858,-2.63,21.667,160.47,6
136.29,27825,154,8.8067,7.5103,1.35,79.553,-2.93,21.667,181.02,6
124.07,27825,154,9.0302,8.002,1.35,79.553,-3.22,21.667,166.52,6
112.67,27842,154,9.209,9.6113,1.3333,79.553,-3.43,21.667,155.11,6
97.38,27858,154,9.4325,9.7454,1.3667,79.553,-3.73,21.667,167.76,6
99.03,27858,153,9.656,10.148,1.4,78.334,-4.23,21.667,175.44,6
111.08,27874,153,10.014,9.9243,1.4167,78.334,-4.83,21.667,232.29,6
125.06,27874,153,10.371,10.952,1.4,78.334,-5.53,21.667,318.22,6
147.01,27890,152,10.729,11.176,1.45,78.334,-5.83,21.667,412.91,6
141.61,27906,152,10.997,11.221,1.45,77.114,-6.04,21.667,460.22,8
172.02,27906,152,11.265,11.042,1.4167,77.114,-5.84,21.667,441.44,8
195.16,27922,152,11.489,11.042,1.4333,77.114,-5.25,21.667,385.83,8
217.18,27938,152,11.623,9.5666,1.4667,77.114,-4.96,21.667,321.49,8
217.03,27954,151,11.757,11.176,1.4833,76.505,-4.06,21.667,272.42,8
203.34,27954,151,11.668,10.774,1.4667,76.505,-3.17,21.667,261.46,8
190.64,27970,151,11.578,10.729,1.45,76.505,-2.28,21.667,218.34,8
184.55,27986,150,11.399,11.042,1.4333,76.505,-1.58,21.667,212.44,8
158.46,27986,150,11.176,10.863,1.4167,75.286,-0.89,21.667,215.93,8
155.24,28003,150,10.908,11.042,1.3833,75.286,-0.49,21.667,219.89,8
178.18,28019,149,10.684,11.131,1.35,75.286,-0.2,21.667,258.58,8
194.28,28019,149,10.505,11.087,1.3333,75.286,-0.1,21.667,307.64,8
202.57,28035,149,10.416,10.058,1.35,74.676,-0.31,21.667,321.66,8
219.93,28051,148,10.327,8.7173,1.4,74.676,-0.51,21.667,317.29,8
239.67,28051,148,10.371,7.555,1.4,74.676,-0.72,21.667,276.25,8
245.52,28067,147,10.461,8.8961,1.4,74.676,-0.72,21.667,206.3,8
228.11,28083,147,10.461,8.5384,1.4167,74.066,-0.73,21.667,164.59,8
208.8,28083,146,10.505,9.969,1.4167,74.066,-1.04,21.667,143.38,8
203.38,28099,146,10.55,9.6113,1.4167,74.066,-1.24,21.667,134.59,8
215.66,28115,146,10.595,8.9408,1.4333,74.066,-1.05,21.667,139.72,8
215.93,28115,146,10.505,9.1196,1.4167,74.371,-1.06,21.667,136.18,8
222.39,28131,146,10.505,8.2255,1.4167,74.371,-0.57,21.667,115.83,8
233.96,28147,146,10.461,7.8679,1.4167,74.371,0.03,21.667,116.86,8
236.16,28147,146,10.371,8.2702,1.4,74.371,0.12,21.667,110.56,8
236.35,28163,146,10.282,7.8232,1.4,74.676,0.71,21.667,106.54,8
227.41,28180,145,10.237,8.4043,1.3833,74.676,0.6,21.667,136.66,8
214.58,28180,146,10.148,9.1196,1.4333,74.676,0.89,21.667,294.26,6
215.48,28196,145,9.9243,8.4937,1.4333,74.676,1.18,21.667,458.04,6
205.59,28196,145,9.7902,7.9126,1.4833,74.676,0.98,21.667,643.23,6
251.16,28212,146,9.7007,7.7338,1.4833,74.676,1.67,21.667,810.55,6
310.16,28228,146,9.6113,7.2867,1.4667,74.676,1.96,21.667,963.3,6
348.69,28228,146,9.656,7.7785,1.4667,74.676,2.45,21.667,1079.1,9
393.16,28244,146,9.656,7.6444,1.4667,75.286,3.35,21.667,1114.2,9
425.93,28244,146,9.656,7.5997,1.4833,75.286,3.54,21.667,1070.9,9
460.54,28260,147,9.7007,5.9009,1.4833,75.286,3.84,21.667,913.56,9
490.36,28276,147,9.8349,6.0797,1.5,75.286,3.93,21.667,745.58,9
501.39,28276,147,10.058,5.9456,1.5333,75.59,3.53,21.667,629.21,9
504.49,28292,147,10.237,6.9291,1.5667,75.59,3.42,21.667,489.99,9
511.35,28292,148,10.327,6.6609,1.5833,75.59,3.02,21.667,385.21,9
523.35,28308,149,10.461,7.1526,1.6,75.59,3.02,21.667,277.42,9
546.4,28324,149,10.595,8.3149,1.6167,76.81,3.11,21.667,231.19,9
536.61,28324,149,10.684,6.2585,1.6333,76.81,3.21,21.667,236.09,9
547.53,28340,149,10.729,7.4655,1.65,76.81,3.11,21.667,691.08,9
536.71,28357,149,10.863,8.0914,1.6667,76.81,2.91,21.667,670.33,9
559.82,28357,150,10.908,7.8232,1.6667,77.114,3.11,21.667,762.02,9
571.92,28373,150,10.908,6.1691,1.6667,77.114,3.21,21.667,1076.1,9
